,items,sentiment_score_definition,relevance_score_definition,feed
10,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Disney encourages Spectrum customers to move to Hulu + Live TV amid Charter dispute', 'url': 'https://www.foxbusiness.com/media/disney-encourages-spectrum-customers-move-hulu-live-tv-charter-dispute', 'time_published': '20230905T102238', 'authors': ['Landon Mion'], 'summary': 'The Walt Disney Company is urging customers using Spectrum, which is owned by Charter Communications, to consider switching to Hulu + Live TV or another live TV streaming alternative as Disney and Charter work on a new distribution deal.', 'banner_image': 'https://cf-images.us-east-1.prod.boltdns.net/v1/static/854081161001/58803ad0-fc04-4319-b7d7-48f0ed552bd9/792f5b51-51ab-4a14-8635-a6cf07baabe2/1280x720/match/image.jpg', 'source': 'Fox Business News', 'category_within_source': 'n/a', 'source_domain': 'www.foxbusiness.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.140947, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'GOOG', 'relevance_score': '0.082111', 'ticker_sentiment_score': '0.081574', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CHTR', 'relevance_score': '0.082111', 'ticker_sentiment_score': '0.057052', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FUBO', 'relevance_score': '0.082111', 'ticker_sentiment_score': '0.081574', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.082111', 'ticker_sentiment_score': '0.057052', 'ticker_sentiment_label': 'Neutral'}]}"
11,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Disney asks Spectrum customers to switch to Hulu+ amid Charter dispute', 'url': 'https://www.reuters.com/business/media-telecom/disney-asks-spectrum-customers-switch-hulu-amid-charter-dispute-2023-09-05/', 'time_published': '20230905T031857', 'authors': ['Reuters'], 'summary': 'A screen shows the logo and a ticker symbol for The Walt Disney Company on the floor of the New York Stock Exchange ( NYSE ) in New York, U.S., December 14, 2017. REUTERS/Brendan McDermid/File Photo Acquire Licensing Rights', 'banner_image': 'https://cloudfront-us-east-2.images.arcpublishing.com/reuters/YIB6RXVMKVPCNKEFYAERUBRWMI.jpg', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}], 'overall_sentiment_score': 0.220684, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'CHTR', 'relevance_score': '0.145145', 'ticker_sentiment_score': '0.207131', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.145145', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
12,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Charter Communications Proposes New Video Paradigm : Disney Says No', 'url': 'https://www.forbes.com/sites/derekbaine/2023/09/03/charter-communications-proposes-new-video-paradigm--disney-says-no/', 'time_published': '20230904T000835', 'authors': ['Derek Baine'], 'summary': ""Cable network stocks tanked yesterday on the news that the Walt Disney Company was unable to reach a carriage agreement with the nation's number 2 cable operator Chart..."", 'banner_image': 'https://imageio.forbes.com/specials-images/imageserve/64f51da12ba4e6dcd985cc9c/0x0.jpg?format=jpg&width=1200', 'source': 'Forbes', 'category_within_source': 'Business', 'source_domain': 'www.forbes.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': 0.064858, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'CHTR', 'relevance_score': '0.147216', 'ticker_sentiment_score': '-0.038298', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.049322', 'ticker_sentiment_score': '-0.041073', 'ticker_sentiment_label': 'Neutral'}]}"
13,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Why Charter and Disney Are Fighting, and What It Means for Viewers', 'url': 'https://www.nytimes.com/2023/09/02/business/comcast-disney-spectrum-espn.html', 'time_published': '20230902T090341', 'authors': ['Benjamin Mullin'], 'summary': ""Millions of subscribers to Charter's Spectrum service cannot watch the U.S. Open or college football games this weekend, and the dispute has far-reaching implications for the industry."", 'banner_image': 'https://static01.nyt.com/images/2023/09/02/multimedia/02charter-disney-explainer-top-tvqj/02charter-disney-explainer-top-tvqj-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'source': 'New York Times', 'category_within_source': 'Business', 'source_domain': 'www.nytimes.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': -0.095663, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'CHTR', 'relevance_score': '0.065327', 'ticker_sentiment_score': '-0.157306', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.065327', 'ticker_sentiment_score': '0.051146', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.065327', 'ticker_sentiment_score': '-0.157306', 'ticker_sentiment_label': 'Somewhat-Bearish'}]}"
14,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Ahead of big sports weekend, dispute with Disney leaves millions of cable subscribers in the dark', 'url': 'https://apnews.com/article/disney-spectrum-cable-stations-cutoff-charter-e23fc3daa2b91df92ad9efe04bd79da0', 'time_published': '20230901T214100', 'authors': ['JOE REEDY', 'DAVID BAUDER'], 'summary': 'A company representing nearly 15 million cable subscribers and The Walt Disney Co. blamed each other Friday for a dispute that has cut off Disney-owned stations to viewers on the eve of a big sports weekend for U.S. Open tennis and college football fans.', 'banner_image': 'https://dims.apnews.com/dims4/default/a8217eb/2147483647/strip/true/crop/6000x3997+0+2/resize/599x399!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2Fd0%2F51%2F736d15fa14c93e8199b3b867c266%2F11d6ddaaaa8b402ab05503de1e39fd92', 'source': 'Associated Press', 'category_within_source': 'Business', 'source_domain': 'apnews.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': -0.083186, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'CHTR', 'relevance_score': '0.166169', 'ticker_sentiment_score': '-0.267922', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'SPGI', 'relevance_score': '0.083541', 'ticker_sentiment_score': '-0.063335', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.083541', 'ticker_sentiment_score': '-0.129569', 'ticker_sentiment_label': 'Neutral'}]}"
15,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'US Open Tennis Betting Preview: Will Djokovic Make History Or Will Alcaraz Win Back-To-Back? - DraftKings  ( NASDAQ:DKNG ) , Walt Disney  ( NYSE:DIS ) ', 'url': 'https://www.benzinga.com/general/sports-betting/23/09/34183789/us-open-tennis-betting-preview-will-djokovic-make-history-or-will-alcaraz-win-back-to-back', 'time_published': '20230901T211159', 'authors': ['Chris Katje'], 'summary': ""The 143rd U.S. Open tennis tournament kicked off Aug. 28 and will see some of the top tennis players compete for Grand Slam titles. Unlike past years' tournaments, the 2023 tournament doesn't feature top names like Serena Williams, Roger Federer or Rafael Nadal."", 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/09/01/novak_djokovic_shutter.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [], 'overall_sentiment_score': 0.329569, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'DKNG', 'relevance_score': '0.139669', 'ticker_sentiment_score': '0.153734', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.139669', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
16,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Writers And Actors With Disabilities Host Picket Line Event To Advocate For Accurate On-Screen Representation', 'url': 'https://www.forbes.com/sites/anneeaston/2023/09/01/writers-and-actors-with-disabilities-host-picket-line-event-to-advocate-for-accurate-on-screen-representation/', 'time_published': '20230901T192730', 'authors': ['Anne Easton'], 'summary': ""At a special event, disabled writers and actors spoke about how Hollywood loves to tell their stories, but say that it's not being done authentically."", 'banner_image': 'https://imageio.forbes.com/specials-images/imageserve/64f236b68d0b468bb317eeab/0x0.jpg?format=jpg&width=1200', 'source': 'Forbes', 'category_within_source': 'Business', 'source_domain': 'www.forbes.com', 'topics': [], 'overall_sentiment_score': 0.052713, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.072655', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
17,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'US entertainment shares slide as Disney, Charter squabble over cable fees', 'url': 'https://www.reuters.com/business/media-telecom/us-entertainment-shares-slide-disney-charter-squabble-over-cable-fees-2023-09-01/', 'time_published': '20230901T175200', 'authors': ['Chibuike Oguh', 'Bansari Kamdar'], 'summary': '[1/2] A screen shows the logo and a ticker symbol for The Walt Disney Company on the floor of the New York Stock Exchange ( NYSE ) in New York, U.S., December 14, 2017. REUTERS/Brendan McDermid Acquire Licensing Rights', 'banner_image': 'https://s3.amazonaws.com/arc-authors/reuters/ead857d5-de0b-4c1a-8e87-301de723b0cc.jpg', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}], 'overall_sentiment_score': -0.111968, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'CCZ', 'relevance_score': '0.092213', 'ticker_sentiment_score': '-0.124205', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CHTR', 'relevance_score': '0.183198', 'ticker_sentiment_score': '-0.12757', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PARA', 'relevance_score': '0.092213', 'ticker_sentiment_score': '-0.124205', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.092213', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
18,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Dell, Lululemon Athletica rise; Walgreens Boots Alliance, Olin fall, Friday, 9/1/2023', 'url': 'https://apnews.com/article/financial-markets-dell-lululemon-walgreens-21d3e54c1c8bf4ffa0d6c62bdccb94be', 'time_published': '20230901T170300', 'authors': [], 'summary': 'Dell, Lululemon Athletica rise. Walgreens Boots Alliance, Olin fall, Friday, 9/1/2023 The Associated Press ...', 'banner_image': 'https://dims.apnews.com/dims4/default/b2b162e/2147483647/strip/true/crop/4032x2686+0+169/resize/599x399!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2F5f%2F53%2F1dd2c8c3be08007c4d7e21d44b72%2F0dbb9e010e454101a8a721cd99fadc34', 'source': 'Associated Press', 'category_within_source': 'Markets', 'source_domain': 'apnews.com', 'topics': [{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '0.333333'}], 'overall_sentiment_score': 0.09829, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'LULU', 'relevance_score': '0.391923', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MDB', 'relevance_score': '0.391923', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTNX', 'relevance_score': '0.391923', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DELL', 'relevance_score': '0.391923', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.391923', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WBA', 'relevance_score': '0.391923', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
19,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""One of the Biggest Cable Companies Says Cable TV Isn't Working"", 'url': 'https://www.nytimes.com/2023/09/01/business/charter-disney-cable-fight.html', 'time_published': '20230901T143721', 'authors': ['Benjamin Mullin'], 'summary': 'The company told investors Friday that its fraught negotiation with the Walt Disney Company was a sign of a larger problem with the traditional cable-TV business model.', 'banner_image': 'https://static01.nyt.com/images/2015/06/01/business/01BROKEN-CABLE-TOP/01BROKEN-CABLE-TOP-articleLarge-v2.jpg?quality=75&auto=webp&disable=upscale', 'source': 'New York Times', 'category_within_source': 'Dealbook', 'source_domain': 'www.nytimes.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': -0.102541, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'NFLX', 'relevance_score': '0.064276', 'ticker_sentiment_score': '-0.099383', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ROKU', 'relevance_score': '0.064276', 'ticker_sentiment_score': '0.063449', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.064276', 'ticker_sentiment_score': '-0.099383', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CHTR', 'relevance_score': '0.128135', 'ticker_sentiment_score': '-0.154208', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'DIS', 'relevance_score': '0.064276', 'ticker_sentiment_score': '-0.069556', 'ticker_sentiment_label': 'Neutral'}]}"
20,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'CHARTER COMMUNICATIONS PROVIDES UPDATE ON NEGOTIATIONS WITH THE WALT DISNEY COMPANY - Charter Communications  ( NASDAQ:CHTR ) ', 'url': 'https://www.benzinga.com/pressreleases/23/09/n34172359/charter-communications-provides-update-on-negotiations-with-the-walt-disney-company', 'time_published': '20230901T134500', 'authors': ['PRNewswire'], 'summary': 'STAMFORD, Conn., Sept. 1, 2023 /PRNewswire/ -- Charter Communications, Inc. ( along with its subsidiaries, the ""Company"" or ""Charter"" ) today provided an update on its contract negotiation dispute with The Walt Disney Company. Following are key highlights from the meeting.', 'banner_image': 'https://www.benzinga.com/next-assets/images/schema-image-default.png', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.161647'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.495866'}], 'overall_sentiment_score': 0.175781, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'CHTR', 'relevance_score': '0.069798', 'ticker_sentiment_score': '-0.009086', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.543441', 'ticker_sentiment_score': '0.345284', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
21,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'CHARTER COMMUNICATIONS PROVIDES UPDATE ON NEGOTIATIONS WITH THE WALT DISNEY COMPANY', 'url': 'https://www.prnewswire.com/news-releases/charter-communications-provides-update-on-negotiations-with-the-walt-disney-company-301915914.html', 'time_published': '20230901T134500', 'authors': ['Charter Communications', 'Inc.'], 'summary': ""At the September 1, 2023 Investor Webcast, Charter's CEO, CFO and President of Product and Technology Presented the Company's Vision for Evolving the Video Business, and Desire for The Walt Disney Company to Join the Company in Leading the Industry Towards a Customer-Centric Business Model"", 'banner_image': 'https://mma.prnewswire.com/media/76092/charter_communications_logo.jpg?p=facebook', 'source': 'PR Newswire', 'category_within_source': 'n/a', 'source_domain': 'www.prnewswire.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.161647'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.310843'}], 'overall_sentiment_score': 0.187059, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'CHTR', 'relevance_score': '0.034185', 'ticker_sentiment_score': '-0.073793', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.507107', 'ticker_sentiment_score': '0.27121', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
22,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Charter Communications says Disney declined distribution proposal', 'url': 'https://www.reuters.com/business/media-telecom/charter-communications-says-disney-declined-distribution-proposal-2023-09-01/', 'time_published': '20230901T115600', 'authors': ['Reuters'], 'summary': 'A screen shows the logo and a ticker symbol for The Walt Disney Company on the floor of the New York Stock Exchange ( NYSE ) in New York, U.S., December 14, 2017. REUTERS/Brendan McDermid/File Photo Acquire Licensing Rights', 'banner_image': 'https://cloudfront-us-east-2.images.arcpublishing.com/reuters/ZYZSIA5LEVP6LAJ757BBTT3JF4.jpg', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}], 'overall_sentiment_score': 0.004682, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'CHTR', 'relevance_score': '0.345674', 'ticker_sentiment_score': '0.012462', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.345674', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
23,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Walt Disney adds third Shanghai hotel in show of US 'soft power'"", 'url': 'https://www.scmp.com/business/china-business/article/3233080/walt-disney-breaks-ground-third-themed-hotel-shanghai-resort-display-us-soft-power-after-raimondo', 'time_published': '20230901T073013', 'authors': ['Zhang Shidong'], 'summary': ""The expansion is the latest sign that China's 5 trillion yuan (US$688.2 billion) tourism industry is on the mend after authorities scrapped all the Covid-19 travel and quarantine rules late last year."", 'banner_image': 'https://cdn.i-scmp.com/sites/default/files/d8/images/canvas/2023/09/01/8a08945c-08b5-4636-8f4f-07f58b271016_d4ad561b.jpg', 'source': 'South China Morning Post', 'category_within_source': 'Companies', 'source_domain': 'www.scmp.com', 'topics': [], 'overall_sentiment_score': 0.056495, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.073098', 'ticker_sentiment_score': '0.047635', 'ticker_sentiment_label': 'Neutral'}]}"
24,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Disney, Charter in talks for new distribution agreement', 'url': 'https://www.reuters.com/business/media-telecom/disney-charter-talks-new-distribution-agreement-2023-09-01/', 'time_published': '20230901T040322', 'authors': ['Reuters'], 'summary': 'A screen shows the logo and a ticker symbol for The Walt Disney Company on the floor of the New York Stock Exchange ( NYSE ) in New York, U.S., December 14, 2017. REUTERS/Brendan McDermid/File Photo Acquire Licensing Rights', 'banner_image': 'https://cloudfront-us-east-2.images.arcpublishing.com/reuters/ZYZSIA5LEVP6LAJ757BBTT3JF4.jpg', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}], 'overall_sentiment_score': 0.070488, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'CHTR', 'relevance_score': '0.295867', 'ticker_sentiment_score': '0.118371', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.150592', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
25,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'ESPN networks go dark on Charter Spectrum cable systems on busy night for sports', 'url': 'https://apnews.com/article/espn-utah-florida-us-open-eac1075ffa5a9a064acdc85f8cc2644c', 'time_published': '20230901T015900', 'authors': ['JOE REEDY'], 'summary': ""ESPN is among a number of Disney Entertainment channels that have gone dark on Charter Spectrum cable systems. The channels went off the air Thursday night due to a carriage dispute between the nation's second-largest cable TV provider - which is the major carrier in New York and Los Angeles, ..."", 'banner_image': 'https://dims.apnews.com/dims4/default/b85288f/2147483647/strip/true/crop/7692x5124+0+2/resize/599x399!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2Fff%2Fe9%2F6b61cd01c7188f48dba9d82ef50e%2F17c27c3e49a34f30a0cb93cd91b79c52', 'source': 'Associated Press', 'category_within_source': 'Markets', 'source_domain': 'apnews.com', 'topics': [], 'overall_sentiment_score': 0.041277, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'SPGI', 'relevance_score': '0.085022', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.085022', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
26,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""EXCLUSIVE: Cathie Wood's Sports Betting Gamble - DraftKings Or Penn Entertainment? - DraftKings  ( NASDAQ:DKNG ) "", 'url': 'https://www.benzinga.com/general/sports-betting/23/08/34116254/exclusive-cathie-woods-sports-betting-gamble-draftkings-or-penn-entertainment', 'time_published': '20230831T155027', 'authors': ['Chris Katje'], 'summary': ""The sports betting world was shocked in August when PENN Entertainment PENN announced a licensing deal with The Walt Disney Company DIS to launch ESPN Bet in the fall. Here's what Cathie Wood's take is on the deal - and whether Penn can compete with DraftKings Inc DKNG."", 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/08/31/cathie_wood_draftkings_shutter2.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Real Estate & Construction', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.986714'}], 'overall_sentiment_score': 0.097149, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DKNG', 'relevance_score': '0.794663', 'ticker_sentiment_score': '0.27923', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GENI', 'relevance_score': '0.187705', 'ticker_sentiment_score': '0.052923', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PENN', 'relevance_score': '0.307731', 'ticker_sentiment_score': '0.060792', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PDYPF', 'relevance_score': '0.063091', 'ticker_sentiment_score': '0.158141', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.125789', 'ticker_sentiment_score': '-0.183212', 'ticker_sentiment_label': 'Somewhat-Bearish'}]}"
